;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;0;0;0;0;1;4;16;5;0;0;0;0;0;0;0;8;0;0;0;0;0;6;151;16;0;121;26;1;3;40;0;2;1;0;0;4;2;1;26;13;0;0;40;6;0;47;0;2;4;2;0;41;28;55;10;1;46;10;0;1;0;10;0;0;931;18;10;79;0;0;0;0;4;51;9;0;18;47;66;0;3;0;0;0;9;0;5;0;0
networks for energy distribution and production;0;4;0;3;0;8;0;2;3;0;0;4;1;0;0;0;85;0;0;0;0;0;41;24;5;21;4;13;0;0;4;0;13;0;6;0;0;1;0;10;209;0;2;10;0;2;37;9;5;2;23;2;160;68;97;32;1;153;48;0;0;12;0;0;15;36;552;34;37;0;0;0;0;2;19;2;0;3;109;3;0;0;0;0;37;0;0;26;1;0
water distribution networks;0;4;0;0;0;1;0;0;0;0;0;0;26;0;0;0;3;0;0;0;0;0;17;24;25;0;2;21;0;0;2;1;1;0;0;0;0;0;0;88;4;0;0;3;0;0;1;1;0;0;0;0;31;0;93;40;2;6;2;0;0;6;0;0;8;3;16;77;6;0;0;0;0;0;4;1;0;3;16;31;3;15;0;0;0;0;0;9;1;0
road networks;0;0;0;1;0;2;1;5;1;0;0;0;11;0;0;0;13;0;0;0;0;0;49;44;7;2;42;14;0;0;8;4;49;0;1;0;2;4;0;58;15;7;1;47;2;1;25;0;2;2;9;0;45;73;44;53;36;117;17;0;6;2;2;0;22;70;23;6;404;1;0;0;0;4;72;17;0;25;17;445;25;22;0;0;5;3;3;12;0;0
recent reforestation;0;2;0;0;0;0;29;12;0;0;0;16;54;0;0;0;36;0;0;0;0;0;40;5;12;1;0;31;0;4;95;0;91;29;17;2;168;0;0;23;0;35;89;2;1;23;3;26;9;77;0;2;6;1;1;13;0;2;32;0;4;1;33;0;71;7;33;3;3;308;0;0;0;9;50;48;0;10;28;3;0;3;0;0;84;209;3;47;54;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;34;41;467;16;0;7;0;2;0;0;0;0;0;51;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;3;0;17;0;2;3;0;0;0;0;0;0;0;5;3;5;0;0;0;0;35;0;0;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;0;0;0;12;2;0;0;0;3;90;0;1;0;3;0;0;0;0;0;3;0;0;6;0;7;0;0;3;1;32;4;0;0;0;0;1;0;14;5;4;0;11;52;1;1;1;16;0;0;10;0;0;1;0;0;18;0;1;0;0;0;640;2;3;2;2;3;0;0;0;331;576;30;0;18;1;10;0;2;0;0;14;49;1;13;0;0
simple irrigated arable land;0;3;0;0;0;1;3;2;0;0;0;0;0;0;0;0;10;0;0;0;0;0;3;7;8;0;0;6;0;0;2;0;0;0;0;0;1;0;0;25;3;0;0;1;85;15;1;0;0;5;0;1;7;0;2;1;0;0;23;0;1;0;5;0;36;2;9;4;4;1;0;0;0;0;1687;10;0;7;4;6;0;1;0;0;0;4;0;2;2;0
complex cultivation and parcel systems;0;0;0;0;0;6;15;10;0;0;0;0;142;0;0;0;27;0;0;0;0;0;91;12;20;14;0;22;1;1;62;0;16;3;0;0;5;3;32;18;15;8;0;15;19;66;1;2;0;71;4;0;40;0;6;6;1;5;210;0;22;3;0;0;112;8;8;18;5;23;0;0;0;13;85;362;0;59;19;82;0;27;0;0;9;67;30;79;0;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;0;0;0;0;2;6;5;0;0;0;1;43;0;0;0;3;1;0;0;0;0;25;4;12;6;0;7;1;0;12;3;26;2;2;0;2;10;6;20;8;5;1;72;4;18;3;0;0;19;0;1;199;0;8;8;0;2;133;0;5;4;1;0;33;10;11;15;25;6;0;0;0;8;63;95;0;426;20;501;0;20;0;0;5;13;37;22;0;0
reworked and artefacted soils;0;3;0;0;0;2;3;0;5;0;0;0;7;0;5;0;154;0;0;0;0;0;30;66;70;16;3;22;0;2;39;0;9;0;0;1;0;2;2;48;114;0;1;28;12;5;20;9;3;3;2;8;118;7;29;20;2;33;74;0;2;1;6;0;15;62;162;32;37;5;0;0;0;2;88;20;0;49;440;57;0;8;0;0;4;3;4;12;14;0
sparse residential fabric;0;0;0;0;0;0;2;1;0;0;0;0;3;0;0;0;4;0;0;0;0;0;20;2;2;1;0;1;0;0;0;0;3;1;0;0;0;2;1;6;3;0;0;71;0;0;3;0;0;4;0;0;38;16;9;76;32;17;18;0;11;1;0;0;4;10;6;1;24;0;0;0;0;0;8;12;0;32;2;1436;66;44;0;0;0;0;4;3;0;0
compact and dense residential fabric;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;5;0;0;0;41;0;2;0;0;0;0;0;0;20;7;0;125;40;11;0;0;0;0;0;0;1;1;3;2;4;0;0;0;0;0;0;0;0;10;1;273;1428;11;0;0;0;0;2;0;0;0
urban residential fabric;0;0;0;1;0;1;1;4;0;0;0;0;20;0;0;0;32;0;0;0;0;0;84;9;6;1;2;2;0;0;14;0;21;2;4;0;0;11;9;7;14;10;1;90;4;1;3;0;0;7;0;1;84;8;15;36;15;22;87;0;19;2;0;0;17;14;14;7;34;4;0;0;0;1;28;52;0;111;12;851;0;150;0;0;1;3;37;14;0;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;0;0;0;0;0;13;34;1;0;0;39;78;0;2;0;6;0;0;0;0;0;4;4;5;7;0;10;0;8;24;8;410;22;20;1;5;2;2;4;2;23;201;0;1;6;3;0;3;4;0;0;3;0;0;3;0;0;5;0;0;0;6;1;177;2;9;6;2;36;0;0;0;6;3;17;0;4;8;4;0;0;0;0;717;26;2;5;6;0
vineyards;0;0;0;0;0;0;12;0;0;0;0;0;9;0;0;0;4;0;0;0;0;0;2;1;4;4;0;3;0;0;0;0;2;0;0;1;0;0;6;7;3;2;0;4;10;8;0;0;0;233;0;1;4;0;1;1;0;1;32;0;3;0;40;0;13;1;2;2;3;3;0;0;0;0;34;52;0;7;3;6;0;0;0;0;0;1465;1;7;3;0
villas;0;2;0;0;0;0;6;1;0;0;0;0;10;0;0;0;13;0;0;0;0;0;262;11;3;8;1;19;0;0;52;0;6;11;0;0;25;3;108;7;1;0;0;62;2;8;1;1;0;16;0;0;40;0;11;25;8;1;208;0;55;11;0;0;15;4;7;17;6;20;0;0;0;0;39;107;0;89;9;219;2;67;0;0;4;26;287;81;3;0
nurseries;0;6;0;0;0;0;8;0;0;0;0;0;3;0;0;0;26;0;0;0;0;0;68;10;12;8;1;9;0;0;33;0;17;2;0;0;8;0;12;4;60;0;1;23;47;31;4;5;2;176;6;1;71;4;13;17;4;8;131;0;15;1;26;0;3;7;21;5;14;51;2;0;0;13;82;125;0;28;57;42;0;17;0;0;0;47;14;585;14;0
internal wetlands;0;103;0;0;0;0;1;52;19;0;0;0;0;0;6;0;34;0;0;0;0;0;2;9;11;2;1;118;34;7;10;0;7;108;0;0;15;0;0;76;6;1;1;0;2;9;30;3;2;3;0;1;7;0;2;3;0;0;4;0;0;0;0;0;2;8;41;17;1;19;0;0;0;0;18;4;0;0;43;0;0;0;0;0;4;1;0;5;1148;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
