;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;0;0;0;0;0;6;16;6;0;0;0;0;0;1;1;13;0;0;0;0;0;5;197;11;1;116;1;0;0;62;0;0;11;0;0;7;0;0;26;22;0;0;10;3;0;18;2;0;1;0;3;42;13;16;13;0;73;3;0;1;0;5;0;3;779;18;2;234;2;0;0;0;4;51;11;0;56;45;33;0;34;0;0;1;12;6;4;0;0
networks for energy distribution and production;0;8;0;56;0;12;3;1;0;0;0;2;1;11;17;17;73;1;0;0;0;0;27;28;3;13;3;19;0;0;1;0;5;0;7;0;0;0;0;12;240;0;0;17;5;1;0;76;23;8;23;7;239;43;64;58;7;121;27;0;8;4;2;0;11;33;270;11;69;5;0;0;0;8;22;2;0;8;188;2;0;1;0;0;56;2;1;15;3;0
water distribution networks;0;3;0;0;0;0;0;1;0;0;0;0;18;0;0;0;8;0;0;0;0;0;16;10;18;0;0;24;0;0;2;1;0;0;0;0;0;0;0;99;3;0;0;8;0;4;0;11;11;0;0;0;23;0;21;43;2;2;5;0;7;3;0;0;0;2;45;59;35;0;0;0;0;0;10;1;0;21;29;21;0;18;0;0;0;0;5;6;2;0
road networks;0;0;0;0;0;5;0;2;2;0;0;1;6;5;4;0;24;0;0;0;0;0;28;49;5;2;43;2;0;0;7;0;24;1;0;8;3;0;0;54;19;3;0;41;3;2;6;8;3;5;6;2;59;60;16;65;26;107;8;0;13;0;2;0;4;86;12;4;671;0;0;2;0;13;60;9;0;66;26;201;16;75;0;0;7;3;12;4;0;0
recent reforestation;0;0;0;0;0;2;234;9;0;0;0;36;18;1;0;6;71;0;0;0;0;0;8;9;18;0;0;27;0;0;74;0;106;24;24;9;147;0;1;22;3;6;0;0;0;13;0;18;5;44;0;1;39;0;1;4;0;2;34;9;23;3;22;0;37;3;2;5;9;428;0;0;0;17;61;19;0;22;29;0;0;8;0;0;180;3;32;17;55;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;0;0;0;0;0;0;152;0;171;2;7;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;11;83;0;0;6;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;1;0;0;0;1;0;0;0;18;0;0;124;0;1;0;0;0;18;6;1;0;8;0;0;48;0;0;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;0;0;6;12;3;0;0;0;6;59;3;8;1;13;1;0;0;0;0;4;0;0;3;0;3;0;0;1;0;38;4;0;1;0;1;2;2;6;1;0;2;11;42;0;1;0;21;1;0;21;0;0;1;0;0;14;20;3;0;0;0;268;2;0;0;9;4;0;0;0;1129;162;36;0;32;3;0;0;5;0;0;26;6;2;0;1;0
simple irrigated arable land;0;0;0;1;0;6;0;0;0;0;0;0;1;0;1;1;19;0;0;0;0;0;3;5;11;2;0;7;0;0;1;0;0;1;0;0;2;0;0;22;9;0;0;2;67;14;0;1;0;10;0;2;19;0;0;1;0;1;7;1;6;0;9;0;21;4;3;1;12;2;0;0;0;23;1659;7;0;14;6;0;0;2;0;0;0;10;2;2;0;0
complex cultivation and parcel systems;0;0;0;0;0;3;38;4;0;0;0;0;63;1;0;3;55;0;0;0;0;0;46;7;10;2;0;12;0;0;24;0;29;6;0;1;4;2;11;19;21;5;0;19;14;38;1;6;0;101;1;0;86;0;1;16;1;5;64;28;60;3;4;0;45;12;10;4;32;35;0;0;0;49;90;284;0;208;31;21;0;84;0;0;15;51;148;66;1;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;0;0;0;0;2;7;2;0;0;0;1;20;1;1;1;17;0;0;0;0;0;23;10;5;0;0;5;0;0;15;2;24;4;1;4;1;2;2;11;27;5;0;57;2;11;3;3;0;14;1;2;228;1;4;24;2;4;60;8;18;3;0;0;16;6;5;4;57;9;0;0;0;18;47;59;0;734;36;40;0;181;0;0;8;15;116;11;0;0
reworked and artefacted soils;0;2;0;0;0;15;5;0;1;0;0;1;5;3;7;13;186;0;0;0;0;0;40;37;34;2;3;25;0;0;20;0;3;3;0;2;6;0;0;50;130;0;0;32;9;2;6;22;3;12;2;8;164;12;10;39;0;53;47;1;13;0;8;0;10;32;48;12;65;11;0;0;0;9;90;11;0;113;438;15;0;25;0;0;27;4;24;13;17;0
sparse residential fabric;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;12;0;0;0;0;0;20;2;0;0;0;0;0;0;3;0;3;0;0;0;1;1;0;5;13;0;0;69;1;1;2;1;0;2;0;0;43;17;3;96;15;30;11;0;37;0;0;0;0;6;4;0;128;0;0;0;0;3;2;7;0;80;4;1057;67;228;0;0;0;2;22;1;0;0
compact and dense residential fabric;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;23;0;134;11;42;0;0;2;0;0;0;0;1;3;2;72;0;0;0;0;0;0;0;0;2;0;332;1304;50;0;0;0;0;6;0;0;0
urban residential fabric;0;0;0;0;0;2;1;1;1;0;0;0;15;0;0;0;35;0;0;0;0;0;43;7;4;0;2;1;0;0;8;2;13;3;7;1;1;5;4;6;37;1;0;64;1;4;3;3;2;5;0;0;100;14;6;75;2;32;34;9;56;2;1;0;13;7;9;3;84;2;0;0;0;7;17;28;0;323;20;248;2;486;0;0;0;7;124;7;0;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;0;0;0;0;1;27;25;1;0;0;228;60;103;2;10;11;1;0;0;0;0;2;1;2;6;0;6;0;1;23;13;164;13;18;37;6;1;3;7;2;13;0;0;0;6;0;1;0;9;0;0;6;0;0;3;0;0;4;13;7;0;6;2;98;1;0;2;6;106;0;2;0;63;7;23;0;7;17;1;0;2;0;0;806;1;8;1;5;0
vineyards;0;0;0;0;0;1;7;0;0;0;1;0;1;0;0;0;9;0;0;0;0;0;2;2;5;1;0;3;0;0;0;0;2;0;0;0;1;0;0;7;7;1;0;2;4;9;0;1;0;141;0;0;11;0;0;2;0;0;11;33;2;0;9;0;1;0;0;0;6;4;1;0;0;2;24;38;0;22;3;0;0;4;0;0;3;1603;6;4;4;0
villas;0;0;0;0;0;5;25;0;0;0;0;0;4;0;0;1;39;0;0;0;0;0;71;15;1;0;1;13;0;0;40;0;7;12;2;2;21;2;19;5;3;0;0;32;0;6;1;1;1;14;0;0;58;3;8;68;2;2;55;12;145;2;6;0;16;2;0;8;30;27;0;0;0;9;45;40;0;249;22;25;2;156;0;0;6;9;619;28;3;0
nurseries;0;4;0;0;0;2;103;2;0;0;0;0;1;0;0;2;48;0;0;0;0;0;35;13;6;2;2;16;0;0;15;0;16;0;0;0;19;0;0;11;79;1;0;12;39;17;11;8;1;168;2;5;99;14;8;34;7;19;78;2;54;0;76;0;1;6;9;0;25;57;0;1;0;3;143;80;0;82;71;5;0;37;0;0;5;3;65;363;13;0
internal wetlands;0;46;0;0;0;0;8;42;44;0;0;9;1;0;10;56;46;0;0;0;0;0;3;5;3;0;0;213;3;6;5;0;1;104;0;0;35;0;0;60;14;0;0;0;2;4;0;1;3;6;0;1;9;0;2;0;0;0;0;0;2;0;15;0;5;0;7;5;4;26;2;0;0;1;42;4;0;3;62;1;0;1;0;0;20;1;1;0;1056;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
