;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;2;0;2;0;0;3;21;12;0;0;5;0;0;2;1;29;0;0;0;0;0;4;166;17;2;138;6;0;0;55;0;3;2;0;0;16;0;1;23;23;0;0;24;3;4;17;8;3;4;1;0;29;21;8;16;0;51;1;0;4;1;6;0;3;809;4;7;200;4;0;0;0;1;73;18;0;33;30;32;0;19;0;0;10;9;8;5;1;0
networks for energy distribution and production;0;17;0;44;0;7;5;0;4;0;0;1;4;14;20;11;119;1;0;0;0;0;31;13;11;6;10;34;0;0;3;0;0;0;7;2;1;0;1;12;185;2;0;29;19;3;5;47;24;10;14;7;155;56;31;61;19;143;17;0;11;9;1;1;23;25;261;15;49;8;0;1;0;8;67;4;0;9;218;3;0;4;0;0;49;2;1;24;2;0
water distribution networks;0;1;0;5;0;0;6;0;2;0;0;0;15;0;0;0;19;0;0;0;0;0;10;5;27;0;4;22;0;0;0;2;1;0;0;0;0;0;0;79;2;0;0;5;0;0;0;10;1;0;0;0;28;0;40;24;4;9;9;0;6;0;4;0;2;9;10;35;28;0;4;0;0;0;22;2;0;27;53;18;1;30;0;0;0;2;9;5;0;0
road networks;0;0;0;4;1;3;0;7;5;0;0;0;9;3;3;3;15;0;0;0;0;0;24;45;7;3;38;0;0;0;8;2;31;1;0;3;2;3;1;61;26;2;0;45;5;1;6;6;3;3;9;1;28;49;14;48;20;88;5;1;15;0;0;0;9;76;11;2;695;3;0;3;0;14;95;12;0;48;18;229;16;69;0;0;11;4;19;9;0;0
recent reforestation;0;5;0;2;0;7;256;12;1;0;8;51;42;0;7;7;70;0;0;0;0;0;4;18;17;2;1;14;0;0;41;8;84;33;22;24;86;0;0;37;6;26;0;8;4;33;1;12;7;73;0;2;8;0;1;7;0;5;11;11;38;1;62;5;37;3;0;4;5;314;0;0;0;28;90;30;0;22;25;0;0;7;0;0;125;6;30;33;61;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;0;2;1;0;0;0;40;0;269;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;111;2;0;2;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;131;0;4;0;0;0;10;12;0;0;9;0;0;51;0;0;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;5;0;3;13;6;1;0;0;20;49;2;2;2;6;0;0;0;0;0;5;3;6;4;1;6;0;0;4;1;28;2;2;3;2;1;1;1;23;0;0;2;7;32;0;2;6;17;0;0;21;0;0;3;0;0;10;16;6;0;3;0;322;0;1;0;9;4;0;1;0;1054;172;24;0;39;3;0;0;8;1;0;15;17;3;0;0;0
simple irrigated arable land;0;1;0;2;0;6;1;1;2;0;0;0;0;0;0;0;14;0;0;0;0;0;3;8;13;6;0;0;0;0;3;0;0;0;0;0;2;0;0;12;12;0;0;2;54;15;0;0;1;17;1;1;7;0;2;2;0;2;6;2;7;0;18;0;34;3;0;2;8;3;1;1;0;38;1645;2;0;11;5;0;0;2;0;0;2;12;3;4;1;0
complex cultivation and parcel systems;0;1;0;0;0;0;33;4;3;0;0;0;47;1;0;7;41;1;0;0;0;0;46;5;11;4;0;5;0;0;32;2;32;16;2;5;14;3;3;21;41;9;0;15;18;20;6;4;1;93;5;1;63;1;2;18;0;9;49;38;60;6;18;0;61;4;9;5;34;30;1;0;0;49;106;333;0;142;32;25;0;97;0;0;36;42;102;74;2;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;0;0;0;0;2;7;8;2;0;0;6;33;2;1;0;9;0;0;0;0;0;13;6;10;3;1;2;0;0;11;0;13;0;3;7;8;7;1;13;27;3;0;62;10;5;8;4;4;21;0;0;194;1;6;20;4;11;40;8;28;1;1;0;32;3;3;12;41;8;0;2;0;21;79;41;0;663;43;40;0;204;0;0;14;23;126;18;1;0
reworked and artefacted soils;0;0;0;19;1;19;5;7;4;0;0;2;8;16;31;30;146;0;0;0;0;0;17;61;51;5;0;18;0;0;41;0;3;6;0;3;9;0;1;40;96;0;0;21;12;10;4;7;5;12;0;15;100;23;9;32;2;44;61;0;17;1;9;0;34;26;46;25;40;16;0;0;0;4;137;32;0;96;400;26;0;24;0;0;4;3;17;23;24;0
sparse residential fabric;0;0;0;0;1;0;2;0;2;0;0;1;1;0;0;0;11;0;0;0;0;0;13;1;2;1;0;0;0;0;6;0;1;0;0;1;2;3;0;8;18;0;0;73;1;1;1;3;0;4;2;0;37;19;6;86;18;29;10;0;28;5;2;0;2;2;8;5;121;0;0;0;0;2;9;5;0;75;5;1045;49;247;0;0;3;6;17;0;0;0
compact and dense residential fabric;0;0;0;0;0;0;0;0;4;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;1;0;0;0;1;0;3;5;0;0;25;0;0;3;0;31;3;0;0;6;33;0;124;18;37;0;0;5;0;0;0;0;2;5;0;163;0;0;0;0;0;0;3;0;9;0;302;1150;45;0;0;0;0;5;1;0;0
urban residential fabric;0;3;0;3;1;1;4;5;5;0;0;2;13;0;0;0;37;0;0;0;0;0;40;4;7;1;0;3;0;0;17;0;11;6;9;6;3;10;5;12;23;3;0;70;2;7;1;2;0;8;1;0;71;20;7;48;6;43;32;2;50;7;0;0;14;8;9;8;74;5;0;0;0;13;23;38;0;273;23;268;2;504;0;0;3;5;111;8;0;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;1;0;2;0;2;19;23;2;0;0;343;87;79;3;11;21;0;0;0;0;0;2;3;2;3;0;5;0;0;13;8;159;19;33;29;1;0;2;3;1;18;0;1;0;12;0;3;1;16;0;0;3;0;2;2;0;1;5;9;5;0;10;1;100;3;2;1;5;90;0;6;0;77;5;20;0;11;12;1;0;4;1;0;668;4;11;1;13;0
vineyards;0;0;0;1;0;0;6;0;1;0;0;2;4;0;0;0;7;0;0;0;0;0;2;2;2;1;0;2;0;0;1;0;1;2;0;0;1;1;0;4;4;2;0;1;8;3;0;1;0;138;0;0;9;0;0;2;0;2;13;18;4;1;14;0;5;1;0;0;3;9;0;0;0;11;43;31;0;19;2;1;0;7;0;0;2;1588;5;11;2;0
villas;0;4;0;0;0;3;39;6;3;0;0;3;7;1;1;1;28;1;0;0;0;0;72;19;8;1;0;6;1;0;42;0;1;8;2;5;37;0;25;9;8;0;0;45;1;18;4;1;0;11;0;0;48;1;8;52;8;4;31;20;187;6;5;0;23;4;4;18;21;20;0;1;0;5;64;60;0;204;30;29;1;156;0;0;9;12;503;36;9;0
nurseries;0;8;0;1;0;4;104;0;0;0;0;2;1;0;15;1;34;0;0;0;0;0;18;7;19;4;1;9;0;0;39;0;10;2;0;0;16;0;0;16;53;1;0;43;44;11;6;6;3;158;23;5;72;4;3;26;11;18;56;11;78;0;139;0;6;4;15;4;9;20;5;2;0;1;145;97;0;92;40;18;2;68;0;0;8;10;69;285;18;0
internal wetlands;0;54;0;1;0;1;12;23;17;0;0;5;7;1;50;24;43;0;0;0;0;0;5;6;13;0;1;144;1;0;12;0;1;60;0;0;46;0;0;67;15;0;0;0;4;23;1;1;4;14;0;5;6;0;1;4;0;0;5;0;0;0;4;1;34;2;0;4;3;25;5;0;0;2;74;8;0;1;33;0;0;0;1;0;25;2;5;7;1087;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
