;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;0;0;1;0;0;1;21;8;0;0;0;1;0;0;4;23;0;0;0;0;0;3;209;24;0;109;5;0;0;24;0;3;22;0;1;12;0;4;52;25;0;0;20;6;3;27;4;2;5;2;3;51;24;9;16;2;50;11;0;5;0;28;0;3;770;15;17;141;1;0;0;0;1;53;12;0;42;52;19;0;23;0;0;4;12;5;9;1;0
networks for energy distribution and production;0;8;0;13;0;22;0;0;7;0;0;11;0;12;47;17;88;0;0;0;0;0;58;36;3;6;5;16;1;0;1;0;1;1;8;0;0;5;0;15;146;0;0;25;5;1;2;67;19;7;41;7;184;83;70;63;7;132;17;0;10;2;2;1;10;36;311;20;47;19;1;8;0;17;22;1;0;10;150;3;0;3;0;0;44;2;4;17;3;0
water distribution networks;0;9;0;0;0;0;0;0;8;0;0;0;10;0;18;0;8;0;0;0;0;0;9;22;11;0;3;14;0;0;9;0;7;0;0;0;7;0;1;104;16;0;0;20;0;0;0;10;3;0;0;2;4;3;22;55;14;1;4;0;2;5;0;0;7;9;6;70;15;4;0;0;0;3;6;1;0;20;16;16;1;8;0;0;2;0;4;7;1;0
road networks;0;0;0;4;0;6;0;6;2;0;0;0;8;2;1;2;24;0;0;0;0;0;28;59;17;1;39;6;0;1;6;0;29;3;1;12;1;0;1;57;16;3;0;55;15;4;11;12;2;8;13;8;47;62;18;79;31;93;10;0;18;2;3;0;9;68;12;11;559;4;1;1;0;16;49;15;0;46;34;218;14;87;0;0;6;2;13;7;2;0
recent reforestation;0;2;0;2;0;4;173;21;4;0;0;50;29;3;7;6;31;0;0;0;0;0;13;11;18;0;0;17;0;0;56;1;87;44;25;25;129;1;1;37;5;10;0;1;4;50;0;26;7;49;0;2;10;1;3;18;0;4;15;6;23;0;94;0;35;4;7;17;17;326;0;0;0;23;47;18;0;23;24;1;0;6;0;0;147;43;28;45;64;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;0;0;0;0;0;0;139;0;187;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;53;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;2;0;23;0;18;0;0;148;0;1;0;0;0;0;1;0;0;45;0;0;24;0;2;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;2;0;9;9;5;0;0;0;18;58;4;4;0;10;0;0;0;0;0;3;2;3;6;0;3;0;0;4;3;23;3;4;0;1;1;0;0;9;7;0;3;18;58;2;5;2;12;0;3;22;0;1;3;2;2;8;22;10;0;1;0;336;3;1;1;13;3;0;0;0;1042;99;29;0;46;5;1;0;7;0;0;20;22;6;1;0;0
simple irrigated arable land;0;3;0;3;0;8;4;1;3;0;0;0;1;1;2;1;15;0;0;0;0;0;4;9;16;1;1;2;0;0;1;0;0;1;0;0;4;1;0;30;18;0;0;6;88;24;0;0;0;13;0;3;19;1;2;5;1;2;9;0;5;1;21;0;43;6;3;4;13;4;2;0;0;50;1481;9;0;8;14;4;0;1;0;0;0;14;6;2;6;0
complex cultivation and parcel systems;0;1;0;1;0;7;51;5;0;0;0;2;62;1;0;2;48;0;0;0;0;0;39;14;31;5;0;10;0;0;23;0;23;9;0;3;6;3;16;36;15;5;0;12;25;50;3;6;11;141;5;4;32;1;1;32;0;13;59;26;64;5;12;1;77;6;11;3;28;26;0;0;0;56;47;248;0;153;26;19;0;89;0;0;20;84;138;43;5;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;0;0;1;0;0;9;8;1;0;0;5;20;2;1;1;18;1;0;0;0;0;25;8;12;4;0;7;0;0;21;3;17;1;3;9;1;5;6;18;19;3;0;74;13;12;6;4;4;23;3;0;204;2;4;24;1;13;55;10;18;2;6;0;19;12;9;0;51;12;1;0;0;23;33;42;0;638;33;46;0;204;0;0;9;36;95;27;3;0
reworked and artefacted soils;0;1;0;5;0;9;2;2;6;0;0;8;5;6;26;44;138;0;0;0;0;0;22;47;62;5;4;13;0;0;28;0;9;4;0;2;5;0;2;48;105;0;0;25;10;5;5;32;15;25;2;13;118;13;11;38;6;47;40;0;26;3;13;0;24;26;55;12;58;22;2;3;0;14;75;23;0;94;401;24;0;27;0;0;18;16;16;6;29;0
sparse residential fabric;0;0;0;0;1;0;1;1;0;0;0;0;2;0;2;0;12;0;0;0;0;0;16;2;2;1;2;0;0;0;3;1;0;0;1;1;0;4;0;5;14;1;0;88;0;1;4;1;1;2;2;0;29;23;6;112;30;25;6;0;29;5;2;0;1;10;4;2;148;2;0;0;0;4;4;7;0;77;9;1003;46;221;0;0;1;5;17;1;0;0
compact and dense residential fabric;0;0;0;0;6;0;0;2;4;0;0;0;0;0;0;0;5;0;0;0;0;0;4;0;4;0;0;0;0;0;9;0;0;0;0;0;0;0;0;4;0;1;0;12;0;0;0;0;0;0;0;0;5;35;0;134;31;79;0;0;1;0;0;0;0;0;5;0;121;0;0;1;0;0;0;2;0;38;10;371;1053;52;0;0;0;0;11;0;0;0
urban residential fabric;0;0;0;2;0;1;6;1;1;0;0;0;18;3;1;0;41;1;0;0;0;0;52;11;8;0;1;1;0;0;13;0;9;4;8;11;2;11;9;10;28;10;0;59;2;4;2;3;3;7;0;2;72;12;7;68;5;30;32;1;56;6;2;0;14;13;4;11;78;4;0;0;0;9;12;55;0;279;26;272;3;433;0;0;1;11;125;14;0;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;0;0;0;0;0;31;25;3;0;1;367;64;158;11;2;6;0;0;0;0;0;3;0;2;4;0;14;1;1;16;18;134;27;30;47;4;1;1;6;1;19;1;2;1;8;0;0;2;12;0;0;5;0;0;5;0;2;6;4;8;0;10;4;60;1;1;0;13;98;0;5;0;50;4;18;0;9;13;1;0;3;0;0;639;6;6;1;5;0
vineyards;0;0;0;0;0;5;7;0;2;0;0;1;0;1;3;2;9;0;0;0;0;0;4;3;6;0;0;0;0;0;0;0;2;0;0;0;1;0;0;18;10;1;0;3;21;4;0;1;5;120;0;0;13;1;0;1;0;2;20;19;9;0;14;0;13;0;0;2;5;2;0;0;0;8;19;34;0;13;3;1;0;4;0;0;3;1570;4;9;2;0
villas;0;0;0;0;0;7;36;5;0;0;0;2;6;1;1;0;22;1;0;0;0;0;105;10;14;2;3;11;0;0;37;0;13;18;2;2;31;8;22;9;12;0;0;30;1;19;1;2;1;13;0;1;47;1;2;54;2;4;43;17;150;3;22;0;38;4;1;6;30;35;0;0;0;2;26;44;0;177;25;22;2;146;0;0;6;19;579;40;5;0
nurseries;0;3;0;2;0;2;66;0;1;0;0;0;1;1;6;7;78;0;0;0;0;0;58;25;14;1;2;15;0;0;29;1;11;5;0;3;21;1;2;17;55;0;0;23;36;31;6;4;27;138;23;9;66;8;5;35;8;23;79;7;32;0;120;0;11;6;12;1;32;88;0;0;0;1;49;76;0;71;65;16;0;30;0;0;5;19;94;292;25;0
internal wetlands;0;105;0;0;0;0;10;59;23;0;0;8;2;3;20;25;18;0;0;0;0;0;0;5;11;0;0;216;6;1;12;0;2;62;0;0;28;0;0;56;8;0;0;0;0;10;2;9;7;9;1;16;15;1;2;1;0;0;2;0;2;0;19;0;9;2;1;7;2;32;0;0;0;9;44;4;0;4;25;1;0;0;10;0;53;5;4;3;1009;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
