;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;0;0;0;0;3;4;13;7;0;0;0;0;0;0;3;16;0;0;0;0;0;5;161;21;2;120;3;0;0;48;0;3;8;0;0;28;3;0;35;29;0;0;32;6;1;37;5;7;5;3;2;25;17;24;11;6;39;6;0;1;3;11;0;1;744;14;9;164;5;0;0;0;5;97;16;0;64;62;24;0;26;0;0;0;3;3;8;2;0
networks for energy distribution and production;0;12;0;21;0;18;3;1;1;0;0;5;1;17;84;80;86;0;0;0;0;0;25;33;4;9;3;8;0;0;2;0;1;4;6;0;0;7;1;16;95;0;0;25;6;1;6;68;30;1;27;6;145;36;120;17;13;102;37;0;6;12;3;2;10;18;331;12;80;7;0;10;0;10;49;2;0;4;196;3;0;0;0;0;32;1;2;22;5;0
water distribution networks;0;18;0;3;0;10;0;0;0;0;0;0;12;0;0;0;22;0;0;0;0;0;26;15;21;9;5;8;0;0;3;3;7;0;0;0;0;0;0;124;4;0;0;6;1;3;0;3;12;0;0;1;7;0;68;10;7;0;0;0;2;0;0;0;5;3;30;28;16;0;0;0;0;0;16;2;0;19;17;28;2;10;0;0;0;0;2;9;0;0
road networks;0;0;0;1;0;8;3;8;4;0;0;0;9;3;0;1;12;0;0;0;0;0;16;49;14;2;43;1;0;0;5;0;37;1;6;8;0;2;0;42;25;7;0;64;2;1;23;13;8;4;9;1;20;36;38;21;38;92;8;0;16;3;1;0;11;55;9;6;533;1;0;6;0;21;101;14;0;91;23;315;26;53;0;0;3;5;9;12;1;0
recent reforestation;0;1;0;1;0;1;297;13;0;0;0;48;24;0;1;4;66;2;0;0;0;0;3;9;18;1;0;7;0;0;54;0;73;28;31;9;110;3;1;16;3;13;0;4;0;40;5;33;4;29;0;0;5;0;1;3;0;3;6;9;27;3;80;0;41;2;3;9;5;371;0;0;0;28;61;38;0;18;31;0;0;0;0;0;170;7;16;31;80;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;0;0;0;0;0;0;196;0;141;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;56;0;2;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;1;1;0;2;0;5;0;0;179;0;0;0;0;0;39;0;0;0;3;0;0;28;0;9;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;2;0;4;10;3;0;0;0;18;71;1;6;2;4;0;0;0;0;0;5;1;0;6;0;6;0;0;2;1;17;0;0;1;1;0;2;2;5;5;0;3;9;50;0;8;2;16;0;0;3;0;2;0;1;1;5;34;3;0;1;0;305;1;2;0;2;3;0;2;0;1142;130;38;0;26;0;1;0;4;0;0;16;13;1;1;0;0
simple irrigated arable land;0;1;0;2;0;10;0;1;0;0;0;0;0;0;1;0;15;0;0;0;0;0;1;2;8;2;0;3;0;0;2;0;0;0;0;0;0;0;0;14;8;0;0;2;54;20;0;1;0;12;0;1;3;0;2;1;1;0;9;5;6;0;11;0;28;3;1;2;7;2;3;0;0;34;1683;8;0;8;4;0;0;1;0;0;0;7;2;5;4;0
complex cultivation and parcel systems;0;1;0;0;0;3;43;15;1;0;1;1;60;0;0;6;46;0;0;0;0;0;32;10;11;11;0;4;0;0;24;0;15;2;0;4;7;6;15;28;19;5;0;19;9;82;4;1;4;111;6;1;20;0;2;2;1;5;76;45;42;3;11;0;53;4;4;3;19;37;0;0;0;37;118;433;0;139;30;8;0;48;0;0;8;38;132;71;4;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;1;0;0;0;2;5;3;0;0;0;3;29;1;1;1;13;0;0;0;0;0;14;4;4;4;0;1;0;0;10;0;21;3;0;10;2;11;5;18;20;4;0;98;4;12;7;3;2;26;0;0;91;0;10;2;1;2;27;12;19;4;3;0;15;6;8;8;50;13;0;0;0;29;77;83;0;858;33;34;0;154;0;0;6;17;71;25;0;0
reworked and artefacted soils;0;4;0;11;0;17;7;2;0;0;0;2;2;1;31;45;166;0;0;0;0;0;8;42;45;12;2;3;0;0;27;0;7;2;3;0;13;0;2;48;101;0;0;50;6;13;13;29;32;11;7;6;84;7;17;9;1;36;29;1;19;7;15;0;8;31;43;21;48;12;1;2;0;11;123;13;0;83;470;19;3;25;0;0;9;9;24;15;35;0
sparse residential fabric;0;0;0;0;0;1;0;2;0;0;0;1;4;0;2;0;8;0;0;0;0;0;16;1;2;0;2;0;0;0;2;0;2;2;0;1;1;4;2;6;10;0;0;112;0;2;6;4;2;2;0;0;20;6;8;34;43;14;4;0;31;9;0;0;3;3;5;0;50;0;0;0;0;5;5;6;0;106;5;1183;70;184;0;0;0;1;6;2;0;0
compact and dense residential fabric;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;7;0;0;0;0;0;7;3;0;59;44;10;0;0;2;0;0;0;0;0;0;0;23;0;0;0;0;0;0;1;0;27;0;399;1365;14;0;0;0;0;19;0;0;0
urban residential fabric;0;1;0;0;0;4;5;2;1;0;0;2;18;0;1;0;35;0;0;0;0;0;31;9;8;0;3;1;0;0;12;0;16;1;15;5;1;6;7;8;24;3;0;104;0;7;8;4;1;5;1;0;45;7;12;19;12;16;22;5;68;10;0;0;9;10;6;4;43;7;0;0;0;9;29;54;0;409;23;293;0;426;0;0;2;4;96;10;1;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;1;0;0;0;1;26;36;1;0;0;373;69;93;1;8;8;0;0;0;0;0;1;2;6;1;0;4;2;0;22;13;120;18;15;61;5;1;3;3;0;26;4;2;0;7;1;2;3;7;0;0;2;0;2;0;0;0;1;26;3;1;8;2;68;2;0;2;3;98;0;6;0;65;8;21;0;9;5;0;0;3;0;0;704;2;4;2;7;0
vineyards;0;0;0;1;0;6;8;1;0;0;0;0;0;0;1;1;7;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;1;1;3;8;6;2;0;4;6;8;0;1;1;128;0;1;3;0;0;0;0;0;6;40;4;0;10;0;5;0;1;1;3;7;0;0;0;8;35;47;0;14;0;0;0;2;0;0;2;1598;4;6;4;0
villas;0;1;0;1;0;4;27;3;1;0;0;2;2;0;0;0;38;0;0;0;0;0;59;12;6;0;1;14;0;0;43;0;10;11;5;3;28;3;41;6;2;0;0;61;0;18;4;2;3;15;0;0;29;0;10;10;2;5;63;18;185;8;7;0;16;1;5;1;13;20;0;0;0;1;56;82;0;225;18;24;2;141;0;0;8;10;562;41;11;0
nurseries;0;3;0;1;1;4;81;0;1;0;0;2;0;0;1;7;29;0;0;0;0;0;34;14;17;10;1;3;0;0;31;0;6;9;0;1;6;1;3;12;50;0;0;36;30;30;17;7;15;257;4;0;40;4;20;15;4;11;80;7;39;3;123;0;2;1;1;6;17;36;0;4;0;2;122;170;0;68;73;7;0;23;0;0;5;13;57;287;36;0
internal wetlands;0;102;0;0;0;0;10;75;30;0;0;11;2;0;4;47;37;0;0;0;0;0;1;10;6;1;1;120;2;5;6;0;7;92;0;0;25;0;0;45;5;0;0;0;2;15;2;2;5;9;0;3;0;0;4;0;0;0;3;0;0;1;10;0;3;3;3;9;2;28;3;0;0;2;66;5;0;0;50;0;0;0;2;0;5;2;0;4;1113;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
