;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;0;0;0;0;0;0;8;14;0;0;0;3;0;0;0;10;0;0;0;0;0;7;269;34;1;152;5;0;0;10;0;0;20;1;2;6;0;2;25;17;0;0;21;3;0;16;3;0;0;1;1;7;33;17;15;4;62;7;0;6;0;14;0;13;691;10;3;279;9;0;0;0;4;76;16;0;27;17;25;0;15;0;0;4;12;2;1;0;0
networks for energy distribution and production;0;3;0;30;0;16;6;2;6;0;0;0;0;5;17;6;98;0;0;0;0;0;23;13;1;3;4;26;0;0;3;1;2;0;5;1;0;0;0;26;180;0;0;20;16;0;14;28;2;1;15;9;142;82;49;84;2;177;38;0;6;3;0;0;47;21;333;15;50;5;0;6;0;3;43;1;0;8;186;1;1;4;0;0;64;6;5;30;6;0
water distribution networks;0;0;0;0;0;0;0;0;6;0;0;0;10;0;0;0;9;0;0;0;0;0;6;4;10;0;2;3;0;0;2;6;2;0;0;0;0;0;0;97;8;0;0;2;6;0;0;5;11;0;0;0;11;2;101;53;2;4;2;0;3;4;1;0;21;3;9;48;20;0;2;0;0;0;11;2;0;16;52;17;2;12;0;0;2;2;2;4;0;0
road networks;0;0;0;2;0;1;1;7;5;0;0;0;7;0;0;1;12;0;0;0;0;0;28;56;13;1;51;0;0;1;6;4;26;4;3;2;4;2;1;48;20;3;0;60;4;2;6;7;4;3;8;2;23;71;22;51;11;91;5;0;6;2;2;0;7;82;8;6;700;1;0;0;0;19;70;9;0;51;23;209;19;82;0;0;5;2;10;6;2;0
recent reforestation;0;1;0;0;0;3;226;13;3;0;1;47;23;4;5;4;31;0;0;0;0;0;13;10;22;0;0;22;0;0;51;1;91;36;13;24;132;2;1;27;7;18;0;2;1;44;0;13;3;91;2;3;16;0;3;9;0;0;15;4;22;0;51;0;40;2;2;12;6;354;0;0;0;15;63;53;0;21;22;0;0;5;0;0;153;32;23;41;46;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;0;0;0;0;0;0;75;4;241;3;0;0;8;0;0;0;0;0;4;0;0;0;1;0;0;0;12;58;0;0;2;0;0;0;0;0;0;0;31;0;3;0;0;0;0;0;2;7;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;33;2;0;120;0;3;0;0;0;3;22;0;0;5;0;0;49;0;4;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;0;0;3;13;4;2;0;0;15;52;7;2;0;10;0;0;0;0;0;6;1;0;10;0;3;0;0;2;1;25;3;3;2;0;1;2;0;13;5;0;2;7;37;0;5;1;14;0;0;12;1;1;1;0;0;3;13;9;0;1;0;305;0;0;0;6;8;0;1;0;1140;147;26;0;22;4;1;0;7;0;0;25;13;3;0;0;0
simple irrigated arable land;0;0;0;1;0;7;6;0;1;0;0;0;0;0;3;0;7;0;0;0;0;0;2;4;10;1;0;2;0;0;0;0;0;0;0;0;2;0;0;16;11;0;0;3;98;17;0;0;0;19;1;0;9;0;0;2;0;2;6;1;8;1;15;0;42;4;1;1;10;2;0;1;0;39;1606;8;0;8;5;1;0;2;0;0;2;10;0;2;1;0
complex cultivation and parcel systems;0;0;0;4;0;2;44;3;7;0;0;1;53;3;3;3;49;0;0;0;0;0;42;13;20;2;1;16;0;0;26;0;21;9;1;1;14;5;13;9;23;5;0;22;27;24;8;10;0;113;1;3;60;1;8;15;1;11;55;25;42;0;18;0;64;5;9;6;30;49;0;0;0;67;98;326;0;140;14;19;0;98;0;0;35;37;101;62;3;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;0;0;3;0;3;9;2;1;0;0;4;29;0;1;0;13;2;0;0;0;0;17;5;6;2;2;8;0;0;12;2;16;7;4;10;2;10;8;8;30;2;0;79;6;10;9;2;1;30;0;2;207;2;8;25;1;7;35;2;14;1;5;0;22;1;5;5;32;7;0;2;0;27;56;42;0;708;40;39;0;195;0;0;13;25;107;10;0;0
reworked and artefacted soils;0;2;0;12;0;4;5;2;4;0;0;4;1;1;31;23;147;2;0;0;0;0;15;42;34;7;3;11;0;0;25;0;6;6;0;2;10;0;3;31;86;0;0;38;13;5;3;24;19;11;1;16;118;22;29;39;1;52;47;1;15;2;23;0;29;39;33;24;33;17;0;0;0;11;126;19;0;103;459;12;0;24;0;0;7;7;24;11;24;0
sparse residential fabric;0;0;0;0;1;1;1;1;2;0;0;0;1;0;2;0;10;2;0;0;0;0;13;3;1;1;0;0;0;0;3;0;1;0;0;0;0;4;2;7;8;0;0;62;0;2;4;1;1;1;1;0;51;17;4;113;11;17;13;0;22;7;0;0;2;9;5;2;133;0;0;0;0;3;6;1;0;98;2;1012;56;257;0;0;1;3;15;4;0;0
compact and dense residential fabric;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;31;0;0;2;0;0;1;0;0;23;28;0;108;8;100;0;0;1;0;0;0;1;0;0;0;128;0;0;1;0;0;1;3;0;10;3;214;1252;46;0;0;0;0;16;0;0;0
urban residential fabric;0;0;0;2;0;2;2;3;1;0;0;2;19;0;0;0;41;0;0;0;0;0;35;8;5;0;4;2;0;0;13;1;5;2;12;5;2;1;5;5;24;3;0;89;3;7;7;0;2;7;0;0;78;17;15;47;7;40;33;0;48;3;1;0;14;15;3;8;88;2;0;0;0;9;30;30;0;312;15;238;1;495;0;0;3;7;109;13;0;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;0;0;0;0;0;22;34;3;0;0;267;53;65;4;12;8;1;0;0;0;0;1;3;5;5;0;3;1;0;24;13;164;28;16;41;5;0;3;4;0;16;1;2;2;18;0;1;4;17;0;1;4;0;2;2;0;0;1;5;4;1;9;1;114;0;1;0;4;103;0;5;0;59;7;22;0;9;9;1;0;3;0;0;768;6;6;2;5;0
vineyards;0;0;0;0;0;0;12;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;7;1;6;1;0;1;0;0;2;0;3;0;0;0;0;1;2;8;8;3;0;5;10;3;0;0;2;132;0;0;7;0;0;1;0;0;8;22;2;0;12;0;2;0;0;0;1;6;0;1;0;8;39;20;0;18;3;1;0;3;0;0;3;1612;4;9;2;0
villas;0;0;0;0;0;8;27;3;1;0;0;2;9;1;1;4;14;0;0;0;0;0;65;14;8;1;1;15;0;0;44;0;3;24;0;0;21;9;33;8;8;0;0;35;3;36;3;3;0;18;0;0;43;0;10;47;5;2;40;12;140;12;10;0;26;7;6;9;21;31;0;0;0;12;63;55;0;228;14;25;2;181;0;0;7;11;509;43;7;0
nurseries;0;3;0;1;0;0;39;0;1;0;0;0;2;0;0;12;55;0;0;0;0;0;47;13;12;21;0;6;0;0;30;0;23;5;2;1;25;0;0;4;70;0;0;7;60;8;11;6;3;192;8;2;73;15;9;26;5;32;95;6;40;0;139;2;2;0;14;6;18;61;0;1;0;1;118;74;0;57;78;9;0;27;0;0;7;14;72;320;10;0
internal wetlands;0;86;0;0;0;0;10;28;18;0;0;8;5;1;7;25;21;0;0;0;0;0;1;17;6;1;3;158;1;1;8;0;3;80;0;0;47;0;0;72;8;0;0;0;13;34;0;3;6;2;0;5;3;1;3;0;0;0;4;0;2;0;5;0;7;3;4;6;3;54;7;0;0;0;86;6;0;3;49;0;0;0;2;0;6;5;6;4;1053;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
