;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;0;0;0;1;0;0;7;2;0;0;3;0;0;0;2;31;0;0;0;0;0;19;251;13;2;116;8;0;0;42;0;0;7;0;0;10;0;0;25;30;0;0;29;11;2;6;5;3;4;1;0;47;33;24;14;5;56;3;0;5;1;10;0;0;723;14;3;135;6;1;0;0;5;21;31;0;56;78;36;0;20;0;0;1;9;13;18;2;0
networks for energy distribution and production;0;4;0;54;0;5;1;3;0;0;0;2;0;6;14;4;140;0;0;0;0;0;46;22;6;19;6;23;2;0;4;0;3;1;7;6;0;0;2;29;211;0;0;22;24;2;8;34;3;8;17;13;132;41;26;59;3;182;45;0;7;9;2;0;30;25;327;8;62;8;2;12;0;8;11;7;0;8;150;3;2;3;0;0;42;2;4;21;8;0
water distribution networks;0;1;0;0;0;0;0;0;0;0;0;0;21;0;1;0;14;0;0;0;0;0;37;2;56;0;4;3;0;0;1;2;1;0;0;0;0;0;0;70;6;0;0;7;0;1;1;2;4;0;0;0;43;1;48;32;0;5;0;0;5;0;0;0;3;19;14;75;8;0;0;0;0;0;0;0;0;10;43;19;0;13;0;0;0;0;14;9;2;0
road networks;0;0;0;1;1;10;2;10;5;0;0;0;7;9;5;0;24;0;0;0;0;0;35;62;7;1;55;2;0;0;5;1;12;2;5;3;2;2;1;63;35;2;0;62;10;7;9;12;3;4;9;2;24;54;23;69;23;117;15;0;16;0;2;0;7;90;13;4;542;2;0;0;0;10;25;18;0;65;35;239;15;76;0;0;3;3;17;4;2;0
recent reforestation;0;2;0;4;0;0;275;21;2;0;0;91;27;2;2;8;81;0;0;0;0;0;16;20;16;1;0;21;0;0;56;0;46;34;16;32;101;1;0;33;6;40;0;1;5;32;0;14;10;83;4;2;6;0;7;7;0;3;12;7;13;2;125;0;51;2;0;5;2;307;1;0;0;12;15;29;0;28;20;1;0;6;0;0;117;11;24;30;52;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;0;0;0;3;0;0;61;0;274;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;7;52;0;0;25;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;1;0;0;0;34;0;0;137;0;0;0;0;0;17;2;0;0;21;0;0;26;0;4;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;0;0;6;17;2;2;0;0;16;77;4;4;1;7;0;0;0;0;0;3;4;2;3;0;19;0;0;4;2;10;5;2;6;0;0;5;0;10;7;0;6;9;36;3;2;3;24;0;0;23;0;1;0;1;4;4;13;3;0;3;1;303;0;0;1;10;18;0;0;0;1061;112;44;0;31;5;2;0;8;0;0;22;25;3;1;0;0
simple irrigated arable land;0;1;0;1;1;5;8;2;0;0;0;0;0;0;2;1;22;0;0;0;0;0;3;10;22;3;0;3;0;0;5;0;0;3;0;0;4;0;0;26;14;0;0;1;84;19;1;1;0;12;0;2;9;0;3;4;1;3;8;2;5;1;13;0;32;10;2;2;5;5;2;1;0;37;1537;3;0;21;9;2;0;4;0;0;0;10;5;4;4;0
complex cultivation and parcel systems;0;0;0;0;4;4;50;6;2;0;0;0;62;2;0;1;45;0;0;0;0;0;41;15;28;4;0;10;0;0;37;0;9;6;0;4;8;9;7;24;26;8;0;9;43;42;4;5;7;106;2;4;43;0;7;16;2;10;47;27;35;0;61;0;48;10;18;7;13;65;0;0;0;35;49;319;0;147;49;21;0;85;0;0;16;61;108;64;3;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;0;0;0;0;2;9;4;0;0;0;2;34;0;1;2;16;0;0;0;0;0;17;6;12;1;0;5;0;0;18;1;8;2;5;11;8;5;8;24;27;6;0;76;9;16;1;2;5;33;1;2;188;1;11;14;3;13;43;5;26;2;3;0;19;15;7;10;40;18;0;0;0;20;18;55;0;602;51;54;0;219;0;0;13;28;113;29;1;0
reworked and artefacted soils;0;3;0;5;0;5;16;5;6;0;0;5;2;6;15;17;196;0;0;0;0;0;21;59;60;3;4;9;0;0;23;0;3;1;0;0;8;0;4;60;123;0;0;25;9;4;1;13;9;23;4;11;94;16;10;41;1;55;38;1;13;9;19;0;24;27;36;7;54;20;0;0;0;16;58;13;0;95;459;14;1;23;0;0;17;12;30;16;23;0
sparse residential fabric;0;0;0;0;0;0;1;0;0;0;0;0;7;0;1;0;8;0;0;0;0;0;18;7;4;1;3;0;0;0;5;0;2;0;0;3;0;2;0;5;19;0;0;73;1;2;3;4;1;5;0;0;38;26;3;106;14;21;8;0;34;2;1;0;2;14;7;3;140;0;0;0;0;2;1;5;0;76;12;988;51;251;0;0;2;1;15;2;0;0
compact and dense residential fabric;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;58;8;0;136;1;59;0;0;4;0;0;0;0;1;1;4;74;0;0;4;0;0;1;2;0;24;10;393;1120;54;0;0;0;0;14;0;0;0
urban residential fabric;0;1;0;1;1;3;6;4;0;0;0;1;24;0;0;0;51;1;0;0;0;0;48;13;15;1;4;3;0;0;16;2;4;2;21;2;2;5;9;11;34;10;0;97;4;18;2;5;0;13;0;2;89;13;4;76;8;26;25;3;73;4;2;0;14;15;15;9;71;6;0;0;0;7;6;37;0;249;24;246;1;387;0;0;3;11;125;15;0;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;1;0;0;0;0;23;32;2;0;0;307;68;78;1;6;15;0;0;0;0;0;1;1;0;11;0;11;0;0;14;7;117;21;43;58;1;0;3;8;1;21;1;1;0;5;0;1;4;20;0;0;6;0;3;2;0;0;0;20;4;0;8;6;110;3;1;0;5;146;0;4;0;46;3;18;0;15;11;0;0;4;1;0;673;2;9;1;16;0
vineyards;0;0;0;0;0;0;10;0;4;0;0;1;1;0;0;0;13;0;0;0;0;0;3;1;6;3;1;3;0;0;2;0;2;0;0;0;0;0;0;11;12;1;0;3;13;7;0;1;1;128;0;2;8;0;0;2;1;4;14;28;6;0;13;0;7;2;0;0;2;11;0;0;0;6;13;21;0;12;8;1;0;5;0;0;1;1588;10;6;2;0
villas;0;1;0;0;0;3;36;5;1;0;0;1;7;2;0;4;32;0;0;0;0;0;77;15;10;2;1;12;0;0;46;0;5;18;2;3;31;1;33;12;10;0;0;41;2;19;1;5;0;28;2;0;33;0;20;47;5;4;47;19;192;3;16;0;24;6;1;12;17;14;0;0;0;4;17;63;0;199;15;23;2;193;0;0;8;16;480;48;4;0
nurseries;0;5;0;1;0;4;152;4;1;0;0;0;0;3;0;0;41;0;0;0;0;0;35;12;21;15;2;17;0;0;15;0;7;7;0;2;24;1;3;11;112;0;0;17;50;11;16;2;7;69;0;4;40;8;5;47;11;13;87;12;39;0;170;0;8;2;4;10;16;100;0;0;0;0;41;72;0;75;102;14;0;49;0;0;10;21;78;257;38;0
internal wetlands;0;63;0;0;0;0;7;31;77;0;0;9;0;0;3;25;51;0;0;0;0;0;6;9;10;0;1;186;0;5;19;0;2;80;0;0;27;0;0;52;6;1;0;0;6;13;0;7;4;5;4;18;11;0;2;2;0;2;2;0;5;0;6;1;7;0;0;3;0;33;1;0;0;0;21;1;0;5;27;0;0;0;0;0;43;9;1;2;1089;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
