;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
railway networks;0;0;0;0;0;0;3;16;6;0;0;0;0;0;0;1;22;0;0;0;0;0;4;189;10;0;129;9;0;0;36;0;0;0;1;0;4;0;0;41;12;0;0;18;1;3;24;4;3;7;1;1;16;11;25;11;1;71;1;0;2;0;4;0;2;810;7;4;227;7;0;2;0;1;92;21;0;24;27;39;0;11;0;0;3;11;3;7;15;0
networks for energy distribution and production;0;11;0;16;0;11;1;1;3;0;0;5;0;7;33;54;107;8;0;0;0;0;27;31;1;0;5;26;0;0;3;0;2;3;6;1;0;0;1;12;159;1;0;14;7;0;5;39;7;2;17;11;224;46;38;101;4;137;29;0;9;16;8;0;11;26;299;25;62;3;0;3;0;13;44;1;0;6;155;4;0;2;0;0;73;6;5;13;0;0
water distribution networks;0;13;0;0;0;0;0;0;3;0;0;0;5;0;0;0;27;0;0;0;0;0;10;5;27;0;1;7;0;0;6;2;5;0;0;1;1;0;0;94;5;0;0;10;0;0;0;2;2;0;0;6;36;1;68;47;1;16;2;0;4;0;0;0;3;3;3;48;11;0;0;0;0;6;21;1;0;22;31;4;0;22;0;0;3;1;3;8;0;0
road networks;0;0;0;2;0;2;2;10;5;0;0;0;5;7;4;0;15;0;0;0;0;0;26;55;12;1;45;3;0;0;8;3;30;2;2;1;3;0;1;64;23;3;0;36;8;3;11;9;7;4;3;0;29;51;19;59;21;105;6;0;9;0;1;1;6;89;8;7;628;2;0;3;0;25;76;10;0;45;22;270;16;54;0;0;3;3;10;6;1;0
recent reforestation;0;0;0;1;0;13;208;16;1;0;0;61;12;1;4;2;51;0;0;0;0;0;10;9;16;2;0;21;0;0;51;0;104;27;10;28;145;2;8;30;5;13;0;0;5;66;1;16;4;106;3;0;13;1;1;9;0;1;17;5;37;0;88;0;42;5;4;12;5;264;0;0;0;22;76;20;0;31;26;1;0;6;0;0;150;17;20;16;59;0
rice fields;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bare rocks, cliffs and outcrops;0;0;0;0;0;1;1;0;0;0;0;64;0;181;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;54;0;20;1;0;0;0;0;0;0;0;42;0;0;0;0;0;5;0;1;0;0;7;6;0;0;0;0;0;0;0;0;6;0;2;0;0;1;0;111;0;3;0;3;0;23;66;0;0;2;0;0;76;0;1;0;0;0
salt pans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-irrigated arable land;0;0;0;0;0;5;10;4;0;0;0;19;52;0;7;1;7;0;0;0;0;0;3;1;2;1;0;3;1;0;6;1;26;4;3;1;0;0;2;2;14;4;1;1;9;55;1;0;0;22;0;0;19;0;1;0;0;1;5;7;2;0;2;0;308;0;0;0;12;9;0;0;0;1161;116;20;0;31;1;1;0;2;0;0;21;9;3;1;0;0
simple irrigated arable land;0;2;0;0;0;4;1;0;2;0;0;0;0;0;0;0;19;0;0;0;0;0;5;9;6;4;0;1;0;0;3;0;0;0;0;0;2;0;0;27;13;0;0;2;78;20;0;1;1;12;1;1;9;0;2;2;0;2;9;1;8;0;13;1;24;4;3;1;6;3;2;0;0;46;1604;6;0;15;5;2;0;1;0;0;1;11;2;2;1;0
complex cultivation and parcel systems;0;0;0;3;0;2;37;9;2;0;0;0;83;0;1;1;60;0;0;0;0;0;33;7;12;4;0;8;0;0;34;0;24;11;1;2;4;2;23;15;25;7;0;14;29;24;5;4;1;161;2;2;50;3;6;13;1;7;67;30;74;3;19;0;57;6;3;7;30;29;0;0;0;59;115;291;0;143;20;15;0;78;0;0;26;34;111;50;1;0
dunes and sand beaches;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isolated residential structures;0;0;0;1;3;1;6;10;0;0;0;3;41;1;1;0;19;0;0;0;0;0;25;6;6;2;0;5;0;0;11;0;19;1;5;6;0;10;11;11;24;2;0;59;7;11;4;1;1;30;0;0;206;1;9;23;1;10;56;4;18;1;2;0;17;1;10;7;40;6;0;0;0;35;62;30;0;677;32;26;0;206;0;0;10;20;123;23;1;0
reworked and artefacted soils;0;7;0;6;0;9;5;2;12;0;0;0;5;4;33;56;151;0;0;0;0;0;19;36;49;7;1;14;0;0;23;0;9;2;0;0;4;2;3;32;95;0;0;20;7;4;5;13;14;10;6;13;110;13;15;29;0;65;49;0;29;4;9;0;16;15;33;24;49;19;0;0;0;13;121;10;0;96;477;24;0;20;0;0;17;5;11;12;37;0
sparse residential fabric;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;11;0;0;0;0;0;17;3;1;0;1;0;0;0;0;0;3;0;0;0;1;2;1;6;16;0;0;72;1;1;2;1;0;5;0;0;33;17;6;105;24;31;12;1;21;2;1;0;0;11;3;7;113;0;0;0;0;6;10;6;0;88;5;1081;52;197;0;0;0;2;15;4;0;0
compact and dense residential fabric;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;12;0;0;0;1;0;6;0;1;0;0;0;4;0;0;4;0;0;0;20;0;0;3;0;0;0;0;0;26;18;2;97;28;80;0;0;11;0;0;0;0;1;2;1;122;0;0;5;0;2;3;0;0;9;0;311;1195;20;0;0;0;0;10;0;0;0
urban residential fabric;0;0;0;1;3;2;1;5;5;0;0;2;14;1;1;1;29;1;0;0;0;0;54;8;6;1;2;0;0;0;15;0;12;1;14;4;4;12;3;7;25;3;0;76;7;9;5;1;0;7;0;0;66;14;6;69;3;32;28;2;50;1;3;0;19;17;7;4;64;5;0;0;0;12;32;29;0;306;19;265;1;471;0;0;1;6;111;15;0;0
peat bogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
brackish valleys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubby and arboreal vegetation with scattered trees;0;1;0;0;0;1;23;29;2;0;0;290;72;71;2;8;10;0;0;0;0;0;4;2;4;4;0;4;1;0;10;14;160;22;37;46;5;0;3;4;1;11;0;2;1;9;0;1;4;9;0;0;3;0;2;0;1;2;3;13;8;0;11;0;114;0;0;2;4;72;0;3;0;76;9;8;0;8;14;0;0;7;0;0;748;5;7;0;13;0
vineyards;0;0;0;6;0;1;7;0;1;0;0;0;3;0;0;0;10;0;0;0;0;0;3;1;4;0;0;2;0;0;2;0;0;0;0;0;1;1;1;10;8;2;0;2;5;6;0;3;3;146;0;0;5;0;0;1;0;0;10;15;5;0;10;0;6;4;0;0;2;4;0;0;0;13;30;17;0;12;2;0;0;7;0;0;10;1610;3;4;2;0
villas;0;1;0;0;1;7;21;3;2;0;0;4;5;0;0;0;32;0;0;0;0;0;68;18;5;0;1;8;0;0;27;0;7;6;2;2;32;4;26;16;7;0;0;46;4;15;1;4;1;15;0;0;46;0;8;58;6;3;51;16;183;6;7;0;29;1;1;8;14;20;0;3;0;9;54;40;0;185;16;18;4;171;0;0;14;13;585;36;4;0
nurseries;0;2;0;1;0;2;79;0;1;0;0;0;9;0;4;1;50;0;0;0;0;0;35;6;5;0;2;5;0;0;14;0;12;3;0;2;5;1;0;12;47;0;0;21;68;16;4;7;8;195;0;2;67;3;27;18;5;23;53;12;58;1;185;0;2;1;24;2;11;42;0;0;0;7;125;80;0;64;41;8;0;49;0;0;1;19;82;360;11;0
internal wetlands;0;69;0;0;0;0;23;91;62;0;0;3;2;0;12;19;36;0;0;0;0;0;2;5;8;0;1;163;2;5;7;3;5;102;0;0;33;0;2;60;10;0;0;0;2;22;0;34;7;7;0;4;8;0;4;0;0;2;0;0;1;0;10;0;7;2;2;5;3;21;1;0;0;1;42;3;0;3;42;0;0;0;0;0;9;2;8;1;1022;0
brackish wetlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
